	File		Model	T_Energy I_Energy RMSD
CHEMBL570366_run_14.log	1	20.934	65.389	0
CHEMBL570366_run_15.log	2	26.924	62.433	4.21364
CHEMBL570366_run_19.log	1	27.134	62.751	9.78743
CHEMBL570366_run_21.log	1	27.253	60.843	9.52774
CHEMBL570366_run_12.log	3	27.396	62.03	10.0569
CHEMBL570366_run_6.log	1	27.717	64.405	5.72271
CHEMBL570366_run_23.log	1	28.072	73.21	5.44704
CHEMBL570366_run_13.log	1	28.094	63.247	9.4285
CHEMBL570366_run_13.log	2	28.182	63.093	9.51676
CHEMBL570366_run_18.log	1	28.235	74.165	2.14247
CHEMBL570366_run_23.log	3	28.539	64.409	9.30695
CHEMBL570366_run_14.log	3	28.585	63.739	2.06817
CHEMBL570366_run_24.log	3	28.983	66.778	10.2339
CHEMBL570366_run_7.log	1	29.33	62.077	11.1927
CHEMBL570366_run_12.log	8	29.547	59.053	10.7653
CHEMBL570366_run_23.log	4	29.865	69.305	2.70201
CHEMBL570366_run_1.log	5	29.936	64.803	3.91997
CHEMBL570366_run_13.log	4	30.286	61.714	10.8724
CHEMBL570366_run_12.log	9	30.522	65.99	10.33
CHEMBL570366_run_6.log	2	30.685	66.013	6.06391
