	File		Model	T_Energy I_Energy RMSD
CHEMBL383104_01_run_21.log	1	-25.634	5.37	0
CHEMBL383104_01_run_6.log	1	-24.636	7.282	6.62303
CHEMBL383104_01_run_23.log	1	-24.196	5.3	6.51692
CHEMBL383104_01_run_7.log	1	-23.931	7.932	4.71911
CHEMBL383104_01_run_8.log	1	-23.186	7.415	5.06931
CHEMBL383104_01_run_22.log	2	-23.121	5.374	6.98209
CHEMBL383104_01_run_14.log	2	-23.03	6.667	6.1147
CHEMBL383104_01_run_20.log	1	-22.229	10.952	4.66673
CHEMBL383104_01_run_2.log	4	-21.977	6.297	7.04675
CHEMBL383104_01_run_1.log	3	-21.719	5.946	13.0327
CHEMBL383104_01_run_9.log	7	-21.428	5.311	12.9417
CHEMBL383104_01_run_18.log	4	-21.267	6.966	5.46106
CHEMBL383104_01_run_21.log	4	-21.19	10.278	3.58162
CHEMBL383104_01_run_7.log	6	-20.943	12.249	3.88234
CHEMBL383104_01_run_3.log	5	-20.861	8.34	2.32379
CHEMBL383104_01_run_20.log	5	-20.794	6.99	4.87091
CHEMBL383104_01_run_12.log	1	-20.547	11.427	6.75662
CHEMBL383104_01_run_17.log	6	-19.694	5.866	4.18652
CHEMBL383104_01_run_9.log	13	-19.581	6.118	12.4896
CHEMBL383104_01_run_11.log	8	-19.485	5.782	6.75793
